,brand,name,price,n_of_reviews,n_of_loves,review_score,size,clean_product,category_Anti-Aging,category_BB_&_CC_Cream,category_Bath_&_Shower,category_Beauty_Supplements,category_Blemish_&_Acne_Treatments,category_Blotting_Papers,category_Body_Lotions_&_Body_Oils,category_Cellulite_&_Stretch_Marks,category_Decollete_&_Neck_Creams,category_Exfoliators,category_Eye_Creams_&_Treatments,category_Eye_Masks,category_Face_Masks,category_Face_Oils,category_Face_Primer,category_Face_Serums,category_Face_Sunscreen,category_Face_Wash_&_Cleansers,category_Facial_Peels,category_Foundation,category_Hair_Oil,category_Highlighter,category_Holistic_Wellness,category_Mini_Size,category_Mists_&_Essences,category_Moisturizer_&_Treatments,category_Moisturizers,category_Night_Creams,category_Setting_Spray_&_Powder,category_Sheet_Masks,category_Skincare,category_Tinted_Moisturizer,category_Toners,category_Tools,category_Value_&_Gift_Sets,reviews_to_loves_ratio,return_on_reviews,price_per_ounce
99,Lanc√¥me,UV Expert Aquagel Defense Primer & Moisturizer SPF 50,39.0,480,1435,4.5208,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33.45,0.94,39.0
100,Fresh,Black Tea Firming Overnight Mask,92.0,372,42432,4.1183,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,1.11,27.88
101,Supergoop!,Defense Refresh Setting Mist Broad Spectrum SPF 50,28.0,1000,32423,3.2617,3.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.08,0.33,8.24
102,Murad,Retinol Youth Renewal Night Cream,82.0,186,6662,4.7258,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.79,2.54,48.24
103,Murad,Nutrient-Charged Water Gel,60.0,489,11775,4.5644,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.15,0.93,35.29
104,MILK MAKEUP,Cooling Water,24.0,904,70120,3.7876,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.29,0.42,20.0
105,First Aid Beauty,Ultra Repair - Hydrating Serum,38.0,523,33249,4.2294,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0.81,22.35
106,MAKE UP FOR EVER,Mist & Fix Setting Spray,30.0,1000,66170,4.2422,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.51,0.42,7.11
107,Erborian,BB Creme au Ginseng,39.0,259,21377,4.3784,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,1.69,26.0
108,Shiseido,Benefiance WrinkleResist24 Night Cream ,63.0,248,15564,4.3629,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.59,1.76,37.06
109,Caudalie,Grape Water,10.0,1000,77843,4.46,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.28,0.45,
110,Algenist,GENIUS Ultimate Anti-Aging Cream,112.0,441,13854,4.2834,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.18,0.97,56.0
111,Herbivore,Lapis Balancing Facial Oil,72.0,563,37261,4.3872,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,0.78,42.35
112,SUNDAY RILEY,Juno Antioxidant + Superfood Face Oil,72.0,378,43924,4.4127,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,1.17,61.02
113,Tatcha,The Indigo Cream Soothing Skin Protectant,85.0,72,8519,4.2639,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.85,5.92,50.0
114,philosophy,Renewed Hope in A Jar Refreshing & Refining Moisturizer,39.0,541,32042,4.1608,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.69,0.77,19.5
115,OLEHENRIKSEN,Invigorating Night Transformation‚Ñ¢ Gel,49.0,1000,44769,4.2931,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0.43,28.82
116,LANEIGE,Water Bank Essence,36.0,188,20043,4.7074,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.94,2.5,18.0
117,Bobbi Brown,BB Cream SPF 35,47.0,657,27579,3.9269,1.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0.6,34.81
118,Farmacy,Honey Drop Lightweight Moisturizer,45.0,594,31677,4.1178,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.88,0.69,26.47
119,SEPHORA COLLECTION,Nourishing Moisturizer - Hydrate & Repair,16.0,100,9753,4.44,1.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.03,4.44,9.47
120,Josie Maran,Whipped Argan Oil Face Butter,42.0,708,28863,4.1215,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.45,0.58,24.71
121,KORA Organics,Noni Glow Face Oil Mini,25.0,13,5435,4.4615,0.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,34.32,73.53
122,KORA Organics,Noni Glow Face Oil,25.0,397,3631,4.2771,0.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.93,1.08,73.53
123,Jack Black,Double-Duty Face Moisturizer Broad Spectrum SPF 20,28.0,351,13349,4.4672,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.63,1.27,8.48
124,CLINIQUE,Moisture Surge Intense Skin Fortifying Hydrator,39.0,895,23966,4.3866,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.73,0.49,22.94
125,Biossance,Squalane + Probiotic Gel Moisturizer,52.0,328,16755,4.3841,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.96,1.34,
126,tarte,4-in-1 Setting Mist - Rainforest of the Sea‚  Collection,25.0,1000,68715,3.8257,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.46,0.38,10.0
127,Biossance,Squalane + Omega Repair Cream,58.0,255,7834,4.5294,1.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.26,1.78,34.32
128,belif,Aqua Bomb Sleeping Mask,34.0,745,22332,4.6255,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,0.62,13.44
129,Origins,Dr. Andrew Weil For Origins‚ Mega-Bright SPF 30 Skin Tone Correcting Oil-Free Moisturizer,56.0,158,13870,4.1076,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.14,2.6,32.94
130,La Mer,The Renewal Oil,245.0,39,8739,4.2564,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,10.91,245.0
131,belif,Peat Miracle Revital Cream,58.0,54,10523,4.7222,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.51,8.74,34.52
132,La Mer,The Moisturizing Cool Gel Cream,175.0,59,4842,3.2881,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.22,5.57,175.0
133,Mario Badescu,"Facial Spray with Aloe, Herbs and Rosewater",12.0,111,17595,4.2432,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.63,3.82,1.5
134,Murad,Hydro-Dynamic¬Æ Ultimate Moisture,75.0,365,12350,4.4247,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.96,1.21,44.12
135,Origins,GinZing‚ SPF 40 Energy-Boosting Tinted Moisturizer,39.0,198,11605,4.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.71,2.02,22.94
136,Shiseido,Sports BB SPF 50+,38.0,2,1478,4.5,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,225.0,38.0
137,Fresh,Black Tea Kombucha Antioxidant Essence,68.0,275,35942,4.4073,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.77,1.6,13.6
138,Fresh,Black Tea Corset Cream Firming Moisturizer,95.0,92,16014,4.0326,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.57,4.38,59.38
139,Murad,Oil-Control Mattifier SPF 15 PA++,40.0,2000,32886,4.1703,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.08,0.21,23.53
140,Farmacy,Sleep Tight Firming Night Balm with Echinacea GreenEnvy,48.0,463,33911,4.2138,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.37,0.91,28.24
141,Shiseido,Benefiance WrinkleResist24 Day Cream Broad Spectrum SPF 18,60.0,135,9169,4.363,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.47,3.23,33.33
142,Kopari,Coconut Melt,28.0,627,37428,4.0957,5.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,0.65,5.49
143,Briogeo,B. Well Organic + Cold-Pressed 100% Castor Oil,26.0,147,15134,4.8231,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,3.28,
144,Perricone MD,Vitamin C Ester Photo-Brightening Moisturizer SPF 30,69.0,592,11925,4.2314,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.96,0.71,34.5
145,First Aid Beauty,Ultra Repair Face Moisturizer,24.0,706,26793,4.2535,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.64,0.6,
146,Dr. Dennis Gross Skincare,Ferulic + Retinol Anti-Aging Moisturizer,75.0,122,9519,4.1721,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.28,3.42,44.12
147,First Aid Beauty,Ultra Repair Oat & Cannabis Sativa Seed Oil,30.0,129,10962,4.5116,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,3.5,30.0
148,CLINIQUE,Redness Solutions Daily Relief Cream,49.5,525,12113,4.021,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.33,0.77,29.12
149,CLINIQUE,Moisture Surge CC Cream Hydrating Colour Corrector Broad Spectrum SPF 30,39.0,730,26504,3.8233,1.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0.52,27.86
150,Fresh,Rose Deep Hydration Sleeping Mask,50.0,456,2397,4.6886,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.02,1.03,42.37
151,Herbivore,Pink Cloud Rosewater Moisture Creme,48.0,999,52366,4.4585,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.91,0.45,28.24
152,Fresh,Rose Floral Toner,40.0,811,61025,4.1196,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.33,0.51,4.71
153,bareMinerals,Prime Time BB Tinted Primer Broad Spectrum SPF 30,27.0,292,15276,4.0685,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,1.39,27.0
154,IT Cosmetics,Your Skin But Better‚ CC+ Airbrush Perfecting Powder‚ with SPF 50+,35.0,215,24423,3.6186,0.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,1.68,106.06
155,Dermalogica,Dynamic Skin Recovery SPF50 Moisturizer,73.0,89,544,4.7753,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.36,5.37,42.94
156,REN Clean Skincare,Evercalm‚ Overnight Recovery Balm,48.0,130,14035,4.5615,1.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.93,3.51,47.06
157,First Aid Beauty,Ultra Repair Hydra-Firm Sleeping Cream,38.0,427,30207,4.3068,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.41,1.01,22.35
158,Tatcha,Gold Camellia Beauty Oil,95.0,122,30100,4.6557,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,3.82,95.0
159,Origins,A Perfect World‚Ñ¢ SPF 40 Age-Defense Moisturizer with White Tea,45.0,227,10605,3.5463,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.14,1.56,26.47
160,Josie Maran,Argan Daily Moisturizer SPF 47 ,34.0,1000,33639,3.877,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,0.39,17.0
161,IT Cosmetics,Miracle Water 3-in-1 Micellar Cleanser,38.0,160,12640,4.5062,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.27,2.82,4.47
162,Perricone MD,High Potency Classics: Face Finishing & Firming Moisturizer,69.0,1000,14175,4.2805,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.05,0.43,34.5
163,Murad,Essential-C Day Moisture Broad Spectrum SPF 30 PA+++,65.0,369,13022,4.0163,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.83,1.09,38.24
164,Dior,Capture Dreamskin Fresh & Perfect Cushion Broad Spectrum SPF 50,82.0,102,5932,4.3235,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.72,4.24,164.0
165,Kiehl's Since 1851,Cannabis Sativa Seed Oil Herbal Concentrate (Hemp-Derived) ,49.0,63,8856,4.1905,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,6.65,49.0
166,Est√©e Lauder,Micro Essence Skin Activating Treatment Lotion,100.0,55,14601,4.4545,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.38,8.1,20.0
167,Est√©e Lauder,Revitalizing Supreme Global Anti-Aging Creme,82.0,100,7508,4.39,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.33,4.39,48.24
168,Fresh,Vitamin C Glow Moisturizer,42.0,295,20980,4.3458,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.41,1.47,26.25
169,Kiehl's Since 1851,Ultra Facial Cream SPF 30,30.0,67,10678,4.1343,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.63,6.17,17.65
170,Dermalogica,Active Moist Moisturizer,66.0,23,1428,4.913,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.61,21.36,19.41
171,Shiseido,Bio-Performance Advanced Super Revitalizing Cream,82.0,336,15036,4.5893,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.23,1.37,48.24
172,LANEIGE,Water Bank Hydrating Gel,35.0,199,13820,4.5327,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.44,2.28,21.88
173,Dr. Dennis Gross Skincare,Vitamin C+ Collagen Deep Cream,72.0,178,7569,4.0393,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.35,2.27,42.35
174,AMOREPACIFIC,Vintage Single Extract Essence,145.0,102,10438,4.4902,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.98,4.4,35.8
175,Caudalie,Resveratrol Lift Night Infusion Cream,76.0,68,7420,4.0588,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.92,5.97,44.71
176,LANEIGE,Lavender Water Sleeping Mask,25.0,122,22024,4.4426,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,3.64,10.87
177,Supergoop!,Glow Stick Sunscreen SPF 50,25.0,109,10286,4.1927,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,3.85,25.0
178,KORRES,Wild Rose + Vitamin C Advanced Brightening Sleeping Facial,48.0,1000,60359,4.3833,1.35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,0.44,35.56
179,GLAMGLOW,THIRSTYMUD‚Ñ¢ Hydrating Treatment Mask,59.0,1000,95174,4.2955,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0.43,34.71
180,Smashbox,Photo Finish Primer Water,32.0,1000,103073,4.2083,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.42,8.21
181,Dr. Brandt Skincare,needles no more¬Æ Neck Sculpting Cream,95.0,10,2492,3.9,1.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,39.0,55.88
183,Origins,High-Potency Night-a-Mins‚Ñ¢ Oil-Free Resurfacing Cream with Fruit-Derived AHAs,45.0,335,5317,4.3254,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.3,1.29,26.47
184,OLEHENRIKSEN,Nurture Me‚Ñ¢ Moisturizing Cr√®me,40.0,939,17111,4.4484,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.49,0.47,23.53
185,Lancer,The Method: Nourish,125.0,169,2952,4.5503,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.72,2.69,73.53
186,KORRES,Wild Rose Vitamin C Active Brightening Oil,54.0,536,40356,4.4142,1.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0.82,53.47
187,Origins,High-Potency Night-a-Mins‚ Resurfacing Cream with Fruit-Derived AHAs,45.0,1000,6010,4.322,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.64,0.43,26.47
188,Supergoop!,Sun-Defying Sunscreen Oil Broad Spectrum SPF 50,34.0,223,13243,4.1256,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,1.85,6.8
189,COOLA,R≈çsilliance‚Ñ¢ Organic BB+ Cream SPF 30,52.0,143,8630,3.8671,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,2.7,34.67
190,REN Clean Skincare,Evercalm‚ Global Protection Day Cream,49.0,591,13929,4.2098,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.24,0.71,28.82
191,Dr. Jart+,Black Label Detox BB Beauty Balm,36.0,1000,23736,4.1337,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21,0.41,24.0
192,Herbivore,Phoenix Cell Regenerating Facial Oil,88.0,175,22807,4.48,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,2.56,51.76
193,SEPHORA COLLECTION,All Day Hydrator - Hydrate & Glow,16.0,60,8573,4.4667,1.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7,7.44,9.47
194,Smashbox,Photo Finish Primerizer,42.0,624,26515,4.2324,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0.68,42.0
196,tarte,Colored Clay CC Undereye Corrector,25.0,537,20363,4.2421,0.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64,0.79,312.5
197,Dr. Dennis Gross Skincare,Hyaluronic Marine Oil-Free Moisture Cushion,60.0,72,5943,4.2222,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.21,5.86,35.29
198,Smashbox,Photo Finish Primer Oil,42.0,444,21969,4.3987,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,0.99,42.0
199,philosophy,Renewed Hope In A Jar SPF 30 ,39.0,84,4296,3.8214,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.96,4.55,19.5
200,Murad,Anti-Aging Moisturizer SPF 30 PA+++,49.0,78,8621,4.3333,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9,5.56,28.82
201,Lanc√¥me,BIENFAIT MULTI-VITAL - SPF 30 CREAM - High Potency Vitamin Enriched Daily Moisturizing Cream,50.0,184,5762,4.3315,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.19,2.35,29.59
202,tarte,Maracuja Oil,48.0,2000,81985,4.4419,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0.22,28.24
